DATE;VALUE;TYPE;DIR
01.06.16;2591.2;MTL;EX
01.07.16;2682.99;MTL;EX
01.08.16;2683.12;MTL;EX
01.09.16;2466.96;MTL;EX
01.10.16;2486.93;MTL;EX
01.11.16;2848.6;MTL;EX
01.12.16;3183.44;MTL;EX
01.01.17;2928.12;MTL;EX
01.02.17;2633.61;MTL;EX
01.03.17;3176.62;MTL;EX
01.04.17;2906.97;MTL;EX
01.05.17;2615.51;MTL;EX
01.06.17;2312.25;MTL;EX
01.07.17;2514.25;MTL;EX
01.08.17;2591.39;MTL;EX
01.01.14;18.5;CL1;IM
01.02.14;10.39;CL1;IM
01.03.14;9.01;CL1;IM
01.04.14;9.44;CL1;IM
01.05.14;10.86;CL1;IM
01.06.14;10.93;CL1;IM
01.07.14;9.59;CL1;IM
01.08.14;9.23;CL1;IM
01.09.14;12.37;CL1;IM
01.10.14;9.34;CL1;IM
01.11.14;11.97;CL1;IM
01.12.14;14.44;CL1;IM
01.01.15;6.36;CL1;IM
01.02.15;4.45;CL1;IM
01.03.15;6.02;CL1;IM
01.04.15;7.85;CL1;IM
01.05.15;10.45;CL1;IM
01.06.15;6.9;CL1;IM
01.07.15;7.64;CL1;IM
01.08.15;9.94;CL1;IM
01.09.15;6.34;CL1;IM
01.10.15;10.32;CL1;IM
01.11.15;8.39;CL1;IM
01.12.15;8.97;CL1;IM
01.01.16;5.48;CL1;IM
01.02.16;3.5;CL1;IM
01.03.16;2.68;CL1;IM
01.04.16;7.14;CL1;IM
01.05.16;7.63;CL1;IM
01.06.16;7.93;CL1;IM
01.07.16;9.36;CL1;IM
01.08.16;7.18;CL1;IM
01.09.16;7.74;CL1;IM
01.10.16;7.68;CL1;IM
01.11.16;7.37;CL1;IM
01.12.16;12.44;CL1;IM
01.01.17;5.13;CL1;IM
01.02.17;12.85;CL1;IM
01.03.17;10.72;CL1;IM
01.04.17;10.22;CL1;IM
01.05.17;9.68;CL1;IM
01.06.17;7.82;CL1;IM
01.07.17;9.31;CL1;IM
01.08.17;7.56;CL1;IM
01.01.14;18.5;WD;IM
01.02.14;10.39;WD;IM
01.03.14;9.01;WD;IM
01.04.14;9.44;WD;IM
01.05.14;10.86;WD;IM
01.06.14;10.93;WD;IM
01.07.14;9.59;WD;IM
01.08.14;9.23;WD;IM
01.09.14;12.37;WD;IM
01.10.14;9.34;WD;IM
01.11.14;11.97;WD;IM
01.12.14;14.44;WD;IM
01.01.15;6.36;WD;IM
01.02.15;4.45;WD;IM
01.03.15;6.02;WD;IM
01.04.15;7.85;WD;IM
01.05.15;10.45;WD;IM
01.06.15;6.9;WD;IM
01.07.15;7.64;WD;IM
01.08.15;9.94;WD;IM
01.09.15;6.34;WD;IM
01.10.15;10.32;WD;IM
01.11.15;8.39;WD;IM
01.12.15;8.97;WD;IM
01.01.16;5.48;WD;IM
01.02.16;3.5;WD;IM
01.03.16;2.68;WD;IM
01.04.16;7.14;WD;IM
01.05.16;7.63;WD;IM
01.06.16;7.93;WD;IM
01.07.16;9.36;WD;IM
01.08.16;7.18;WD;IM
01.09.16;7.74;WD;IM
01.10.16;7.68;WD;IM
01.11.16;7.37;WD;IM
01.12.16;12.44;WD;IM
01.01.17;5.13;WD;IM
01.02.17;12.85;WD;IM
01.03.17;10.72;WD;IM
01.04.17;10.22;WD;IM
01.05.17;9.68;WD;IM
01.06.17;7.82;WD;IM
01.07.17;9.31;WD;IM
01.08.17;7.56;WD;IM
01.01.14;1593.3;MIN;IM
01.02.14;2527.16;MIN;IM
01.03.14;3331.3;MIN;IM
01.04.14;3596.35;MIN;IM
01.05.14;3438.11;MIN;IM
01.06.14;3637.48;MIN;IM
01.07.14;3792.78;MIN;IM
01.08.14;3644.03;MIN;IM
01.09.14;3642.35;MIN;IM
01.10.14;3717.14;MIN;IM
01.11.14;2747.36;MIN;IM
01.12.14;2044.82;MIN;IM
01.01.15;1213.79;MIN;IM
01.02.15;1329.58;MIN;IM
01.03.15;1925.34;MIN;IM
01.04.15;2140.26;MIN;IM
01.05.15;2424.11;MIN;IM
01.06.15;2677.66;MIN;IM
01.07.15;2764.24;MIN;IM
01.08.15;2212;MIN;IM
01.09.15;1969.81;MIN;IM
01.10.15;2090.24;MIN;IM
01.11.15;1708.75;MIN;IM
01.12.15;1532.34;MIN;IM
01.01.16;562.91;MIN;IM
01.02.16;1037.92;MIN;IM
01.03.16;1264.66;MIN;IM
01.04.16;1860.36;MIN;IM
01.05.16;1849.76;MIN;IM
01.06.16;2066.8;MIN;IM
01.07.16;2338.68;MIN;IM
01.08.16;2377.38;MIN;IM
01.09.16;2634.5;MIN;IM
01.10.16;2278.85;MIN;IM
01.11.16;1858.75;MIN;IM
01.12.16;1427.62;MIN;IM
01.01.17;1022.74;MIN;IM
01.02.17;1603.36;MIN;IM
01.03.17;1933.36;MIN;IM
01.04.17;2135.99;MIN;IM
01.05.17;2155.75;MIN;IM
01.06.17;1935.08;MIN;IM
01.07.17;1921.58;MIN;IM
01.08.17;2021.91;MIN;IM
01.01.14;219.13;PTR;IM
01.02.14;192.43;PTR;IM
01.03.14;255.56;PTR;IM
01.04.14;249.66;PTR;IM
01.05.14;189.38;PTR;IM
01.06.14;247.47;PTR;IM
01.07.14;256.66;PTR;IM
01.08.14;225.07;PTR;IM
01.09.14;220.7;PTR;IM
01.10.14;231.98;PTR;IM
01.11.14;272.03;PTR;IM
01.12.14;244.6;PTR;IM
01.01.15;155.77;PTR;IM
01.02.15;113.19;PTR;IM
01.03.15;103.36;PTR;IM
01.04.15;175.56;PTR;IM
01.05.15;158.45;PTR;IM
01.06.15;184.92;PTR;IM
01.07.15;260.79;PTR;IM
01.08.15;244.6;PTR;IM
01.09.15;141.98;PTR;IM
01.10.15;123.77;PTR;IM
01.11.15;197.77;PTR;IM
01.12.15;122.56;PTR;IM
01.01.16;100.36;PTR;IM
01.02.16;87.58;PTR;IM
01.03.16;180.57;PTR;IM
01.04.16;145.09;PTR;IM
01.05.16;127.82;PTR;IM
01.06.16;106.58;PTR;IM
01.07.16;109.12;PTR;IM
01.08.16;115.31;PTR;IM
01.09.16;82.14;PTR;IM
01.10.16;59.53;PTR;IM
01.11.16;75.95;PTR;IM
01.12.16;74.72;PTR;IM
01.01.17;48.87;PTR;IM
01.02.17;53.16;PTR;IM
01.03.17;72.74;PTR;IM
01.04.17;86.87;PTR;IM
01.05.17;101.24;PTR;IM
01.06.17;130.53;PTR;IM
01.07.17;144.91;PTR;IM
01.08.17;69.17;PTR;IM
01.01.14;1301.44;ORE;IM
01.02.14;1341.69;ORE;IM
01.03.14;1457.58;ORE;IM
01.04.14;1432.55;ORE;IM
01.05.14;1529.42;ORE;IM
01.06.14;1458.52;ORE;IM
01.07.14;1536.75;ORE;IM
01.08.14;1453.13;ORE;IM
01.09.14;1485.13;ORE;IM
01.10.14;1388.45;ORE;IM
01.11.14;1446.06;ORE;IM
01.12.14;1372.39;ORE;IM
01.01.15;1276.85;ORE;IM
01.02.15;1263.01;ORE;IM
01.03.15;1296.29;ORE;IM
01.04.15;1387.47;ORE;IM
01.05.15;1366.7;ORE;IM
01.06.15;1143.47;ORE;IM
01.07.15;1307.05;ORE;IM
01.08.15;1319.18;ORE;IM
01.09.15;1099.08;ORE;IM
01.10.15;1051.42;ORE;IM
01.11.15;1117.49;ORE;IM
01.12.15;1273.56;ORE;IM
01.01.16;1071.68;ORE;IM
01.02.16;1188.49;ORE;IM
01.03.16;1259.74;ORE;IM
01.04.16;1105.99;ORE;IM
01.05.16;1249.39;ORE;IM
01.06.16;1321.56;ORE;IM
01.07.16;1258.04;ORE;IM
01.08.16;1152.9;ORE;IM
01.09.16;1071.94;ORE;IM
01.10.16;1156.63;ORE;IM
01.11.16;1133.17;ORE;IM
01.12.16;1374.62;ORE;IM
01.01.17;1197.52;ORE;IM
01.02.17;1074.78;ORE;IM
01.03.17;1239.1;ORE;IM
01.04.17;1318.66;ORE;IM
01.05.17;1423.05;ORE;IM
01.06.17;1386.1;ORE;IM
01.07.17;1381.66;ORE;IM
01.08.17;1337.97;ORE;IM
01.01.14;2700.65;CL2;IM
01.02.14;2438.32;CL2;IM
01.03.14;2336.36;CL2;IM
01.04.14;2154.47;CL2;IM
01.05.14;2092.94;CL2;IM
01.06.14;2195.01;CL2;IM
01.07.14;2224.92;CL2;IM
01.08.14;2345.9;CL2;IM
01.09.14;2235.5;CL2;IM
01.10.14;2261.76;CL2;IM
01.11.14;2579.41;CL2;IM
01.12.14;2632.03;CL2;IM
01.01.15;2026.52;CL2;IM
01.02.15;2382.93;CL2;IM
01.03.15;2316.03;CL2;IM
01.04.15;2207.63;CL2;IM
01.05.15;1829.97;CL2;IM
01.06.15;1433.67;CL2;IM
01.07.15;2119.59;CL2;IM
01.08.15;2089.67;CL2;IM
01.09.15;2177.58;CL2;IM
01.10.15;2240.74;CL2;IM
01.11.15;2274.21;CL2;IM
01.12.15;2565.56;CL2;IM
01.01.16;2085.2;CL2;IM
01.02.16;2044;CL2;IM
01.03.16;2034.91;CL2;IM
01.04.16;1929.33;CL2;IM
01.05.16;1705.03;CL2;IM
01.06.16;1727.58;CL2;IM
01.07.16;1617.27;CL2;IM
01.08.16;1753.44;CL2;IM
01.09.16;2286.22;CL2;IM
01.10.16;2145.28;CL2;IM
01.11.16;2123.19;CL2;IM
01.12.16;2419.31;CL2;IM
01.01.17;2499.71;CL2;IM
01.02.17;2134.4;CL2;IM
01.03.17;2491.21;CL2;IM
01.04.17;2071.25;CL2;IM
01.05.17;2025.5;CL2;IM
01.06.17;2001.42;CL2;IM
01.07.17;1932.6;CL2;IM
01.08.17;1948.28;CL2;IM
01.01.14;8.35;FRT;IM
01.02.14;14.43;FRT;IM
01.03.14;22.8;FRT;IM
01.04.14;18.54;FRT;IM
01.05.14;27.16;FRT;IM
01.06.14;20.44;FRT;IM
01.07.14;23.24;FRT;IM
01.08.14;20.85;FRT;IM
01.09.14;17.41;FRT;IM
01.10.14;9.42;FRT;IM
01.11.14;14.6;FRT;IM
01.12.14;10.96;FRT;IM
01.01.15;4.53;FRT;IM
01.02.15;12.28;FRT;IM
01.03.15;15.97;FRT;IM
01.04.15;22.64;FRT;IM
01.05.15;12.06;FRT;IM
01.06.15;20.5;FRT;IM
01.07.15;32.83;FRT;IM
01.08.15;28.12;FRT;IM
01.09.15;28.1;FRT;IM
01.10.15;24.05;FRT;IM
01.11.15;18.83;FRT;IM
01.12.15;34.64;FRT;IM
01.01.16;26.6;FRT;IM
01.02.16;23.03;FRT;IM
01.03.16;18.69;FRT;IM
01.04.16;35.39;FRT;IM
01.05.16;41.81;FRT;IM
01.06.16;57.84;FRT;IM
01.07.16;72.58;FRT;IM
01.08.16;73.91;FRT;IM
01.09.16;54.97;FRT;IM
01.10.16;35.27;FRT;IM
01.11.16;48.53;FRT;IM
01.12.16;37.61;FRT;IM
01.01.17;41.11;FRT;IM
01.02.17;49.41;FRT;IM
01.03.17;80.45;FRT;IM
01.04.17;83.29;FRT;IM
01.05.17;70.83;FRT;IM
01.06.17;71.62;FRT;IM
01.07.17;126.94;FRT;IM
01.08.17;113.88;FRT;IM
01.01.14;99.56;BRD;IM
01.02.14;74.55;BRD;IM
01.03.14;83.08;BRD;IM
01.04.14;88.87;BRD;IM
01.05.14;103.03;BRD;IM
01.06.14;124.17;BRD;IM
01.07.14;63.61;BRD;IM
01.08.14;32.39;BRD;IM
01.09.14;20.48;BRD;IM
01.10.14;32.11;BRD;IM
01.11.14;42.24;BRD;IM
01.12.14;46;BRD;IM
01.01.15;32.28;BRD;IM
01.02.15;31.05;BRD;IM
01.03.15;23.93;BRD;IM
01.04.15;33.37;BRD;IM
01.05.15;33.98;BRD;IM
01.06.15;48.38;BRD;IM
01.07.15;53.55;BRD;IM
01.08.15;30.01;BRD;IM
01.09.15;21.42;BRD;IM
01.10.15;60.54;BRD;IM
01.11.15;117.36;BRD;IM
01.12.15;119.66;BRD;IM
01.01.16;95.46;BRD;IM
01.02.16;81.97;BRD;IM
01.03.16;68.9;BRD;IM
01.04.16;78.25;BRD;IM
01.05.16;74.58;BRD;IM
01.06.16;101.59;BRD;IM
01.07.16;105.37;BRD;IM
01.08.16;57.31;BRD;IM
01.09.16;85.34;BRD;IM
01.10.16;102.01;BRD;IM
01.11.16;102.5;BRD;IM
01.12.16;74.78;BRD;IM
01.01.17;51.08;BRD;IM
01.02.17;60.37;BRD;IM
01.03.17;72.26;BRD;IM
01.04.17;48.97;BRD;IM
01.05.17;62.33;BRD;IM
01.06.17;58.38;BRD;IM
01.07.17;68.59;BRD;IM
01.08.17;60.24;BRD;IM
01.01.14;362.68;MTL;IM
01.02.14;358.68;MTL;IM
01.03.14;465.93;MTL;IM
01.04.14;523.65;MTL;IM
01.05.14;593.56;MTL;IM
01.06.14;562.92;MTL;IM
01.07.14;591.81;MTL;IM
01.08.14;452.44;MTL;IM
01.09.14;441.6;MTL;IM
01.10.14;382.36;MTL;IM
01.11.14;382.69;MTL;IM
01.12.14;352.65;MTL;IM
01.01.15;267.17;MTL;IM
01.02.15;203.96;MTL;IM
01.03.15;212.81;MTL;IM
01.04.15;205.8;MTL;IM
01.05.15;268.75;MTL;IM
01.06.15;344.02;MTL;IM
01.07.15;382.25;MTL;IM
01.08.15;481.78;MTL;IM
01.09.15;389.06;MTL;IM
01.10.15;363.25;MTL;IM
01.11.15;364.77;MTL;IM
01.12.15;266.24;MTL;IM
01.01.16;165.58;MTL;IM
01.02.16;229.71;MTL;IM
01.03.16;283.22;MTL;IM
01.04.16;264.23;MTL;IM
01.05.16;301.73;MTL;IM
01.06.16;318.3;MTL;IM
01.07.16;320.02;MTL;IM
01.08.16;402.69;MTL;IM
01.09.16;333.96;MTL;IM
01.10.16;399.97;MTL;IM
01.11.16;364.81;MTL;IM
01.12.16;366.54;MTL;IM
01.01.17;419.68;MTL;IM
01.02.17;397.59;MTL;IM
01.03.17;432.28;MTL;IM
01.04.17;437.56;MTL;IM
01.05.17;430.7;MTL;IM
01.06.17;378.86;MTL;IM
01.07.17;434.34;MTL;IM
01.08.17;407.96;MTL;IM
01.01.14;7222.59;ALL;IM
01.02.14;7898.42;ALL;IM
01.03.14;9025.23;ALL;IM
01.04.14;9120.8;ALL;IM
01.05.14;9033.82;ALL;IM
01.06.14;9399.5;ALL;IM
01.07.14;9569.05;ALL;IM
01.08.14;9223.22;ALL;IM
01.09.14;9074.11;ALL;IM
01.10.14;8990.41;ALL;IM
01.11.14;8419.4;ALL;IM
01.12.14;7589.82;ALL;IM
01.01.15;5744.55;ALL;IM
01.02.15;5993.17;ALL;IM
01.03.15;6669.04;ALL;IM
01.04.15;6866.72;ALL;IM
01.05.15;6871.63;ALL;IM
01.06.15;6647.46;ALL;IM
01.07.15;7682.14;ALL;IM
01.08.15;7210.03;ALL;IM
01.09.15;6625.75;ALL;IM
01.10.15;6817.3;ALL;IM
01.11.15;6624.8;ALL;IM
01.12.15;6673.62;ALL;IM
01.01.16;4739.28;ALL;IM
01.02.16;5385.9;ALL;IM
01.03.16;5821.34;ALL;IM
01.04.16;6122.07;ALL;IM
01.05.16;6121.31;ALL;IM
01.06.16;6473.12;ALL;IM
01.07.16;6661.6;ALL;IM
01.08.16;6759.54;ALL;IM
01.09.16;7406.04;ALL;IM
01.10.16;7089.79;ALL;IM
01.11.16;6527.4;ALL;IM
01.12.16;6613.93;ALL;IM
01.01.17;6024;ALL;IM
01.02.17;6084.03;ALL;IM
01.03.17;7106.7;ALL;IM
01.04.17;7031.87;ALL;IM
01.05.17;7187.9;ALL;IM
01.06.17;6944.81;ALL;IM
01.07.17;6950.9;ALL;IM
01.08.17;6928.85;ALL;IM
01.01.14;36155.16;ALL;EX
01.02.14;34025.5;ALL;EX
01.03.14;37004.69;ALL;EX
01.04.14;35389.11;ALL;EX
01.05.14;35076.4;ALL;EX
01.06.14;33651.6;ALL;EX
01.07.14;33783.77;ALL;EX
01.08.14;33766.13;ALL;EX
01.09.14;32913.5;ALL;EX
01.10.14;35392.07;ALL;EX
01.11.14;35994.75;ALL;EX
01.12.14;35882.78;ALL;EX
01.01.15;35614.6;ALL;EX
01.02.15;33780.25;ALL;EX
01.03.15;38025.15;ALL;EX
01.04.15;33773.82;ALL;EX
01.05.15;34769.6;ALL;EX
01.06.15;33402.54;ALL;EX
01.07.15;34131.06;ALL;EX
01.08.15;34135.36;ALL;EX
01.09.15;33394.67;ALL;EX
01.10.15;34943.48;ALL;EX
01.11.15;35654.42;ALL;EX
01.12.15;37178.62;ALL;EX
01.01.16;34922.37;ALL;EX
01.02.16;33394.21;ALL;EX
01.03.16;37251.78;ALL;EX
01.04.16;35212.15;ALL;EX
01.05.16;35566.19;ALL;EX
01.06.16;34985.15;ALL;EX
01.07.16;35021.56;ALL;EX
01.08.16;35912.19;ALL;EX
01.09.16;35388.61;ALL;EX
01.10.16;36861.14;ALL;EX
01.11.16;38356.49;ALL;EX
01.12.16;40157.81;ALL;EX
01.01.17;39313.51;ALL;EX
01.02.17;36496.86;ALL;EX
01.03.17;40875.08;ALL;EX
01.04.17;38234.14;ALL;EX
01.05.17;38287.24;ALL;EX
01.06.17;37369.63;ALL;EX
01.07.17;37608.72;ALL;EX
01.08.17;37649.36;ALL;EX
01.01.14;59349.55;ALL;LC
01.02.14;58157.1;ALL;LC
01.03.14;66144.16;ALL;LC
01.04.14;66658.97;ALL;LC
01.05.14;69009.29;ALL;LC
01.06.14;67883.92;ALL;LC
01.07.14;70377.1;ALL;LC
01.08.14;72266.32;ALL;LC
01.09.14;72083.25;ALL;LC
01.10.14;72103.16;ALL;LC
01.11.14;66570.64;ALL;LC
01.12.14;66631.54;ALL;LC
01.01.15;58576.06;ALL;LC
01.02.15;57286.47;ALL;LC
01.03.15;63957.29;ALL;LC
01.04.15;65849.77;ALL;LC
01.05.15;65500.1;ALL;LC
01.06.15;64510.97;ALL;LC
01.07.15;68501.14;ALL;LC
01.08.15;70763.7;ALL;LC
01.09.15;70124.69;ALL;LC
01.10.15;71486.99;ALL;LC
01.11.15;67004.96;ALL;LC
01.12.15;66837.83;ALL;LC
01.01.16;58248.3;ALL;LC
01.02.16;61487.44;ALL;LC
01.03.16;66903.48;ALL;LC
01.04.16;66500.07;ALL;LC
01.05.16;67876.48;ALL;LC
01.06.16;67780.91;ALL;LC
01.07.16;70249.79;ALL;LC
01.08.16;71211.82;ALL;LC
01.09.16;67952.47;ALL;LC
01.10.16;67506.58;ALL;LC
01.11.16;64240.43;ALL;LC
01.12.16;65811.25;ALL;LC
01.01.17;61055.6;ALL;LC
01.02.17;59637.96;ALL;LC
01.03.17;68309.71;ALL;LC
01.04.17;67860.75;ALL;LC
01.05.17;69923.77;ALL;LC
01.06.17;68614.6;ALL;LC
01.07.17;70671.34;ALL;LC
01.08.17;71575.98;ALL;LC
01.01.14;2403.99;ALL;TR
01.02.14;1716.36;ALL;TR
01.03.14;2176.24;ALL;TR
01.04.14;1931.14;ALL;TR
01.05.14;2075.28;ALL;TR
01.06.14;1774.94;ALL;TR
01.07.14;1959.41;ALL;TR
01.08.14;1990.33;ALL;TR
01.09.14;1777.81;ALL;TR
01.10.14;1972.86;ALL;TR
01.11.14;2021.81;ALL;TR
01.12.14;2105.66;ALL;TR
01.01.15;1528.56;ALL;TR
01.02.15;1566.03;ALL;TR
01.03.15;1733.12;ALL;TR
01.04.15;1678.35;ALL;TR
01.05.15;1805.36;ALL;TR
01.06.15;1808.34;ALL;TR
01.07.15;1860.56;ALL;TR
01.08.15;1697.92;ALL;TR
01.09.15;1644.28;ALL;TR
01.10.15;1702.06;ALL;TR
01.11.15;1664.54;ALL;TR
01.12.15;1676.83;ALL;TR
01.01.16;1335.08;ALL;TR
01.02.16;1214.5;ALL;TR
01.03.16;1380.54;ALL;TR
01.04.16;1467.1;ALL;TR
01.05.16;1589.01;ALL;TR
01.06.16;1539.62;ALL;TR
01.07.16;1736.22;ALL;TR
01.08.16;1538.39;ALL;TR
01.09.16;1565.01;ALL;TR
01.10.16;1570.94;ALL;TR
01.11.16;1702.51;ALL;TR
01.12.16;1910.45;ALL;TR
01.01.17;1768.14;ALL;TR
01.02.17;1557.24;ALL;TR
01.03.17;1906.03;ALL;TR
01.04.17;1856.98;ALL;TR
01.05.17;1825.58;ALL;TR
01.06.17;1774.74;ALL;TR
01.07.17;1897.11;ALL;TR
01.08.17;1690.06;ALL;TR
01.01.14;0.51;CL1;TR
01.02.14;0.51;CL1;TR
01.03.14;0.74;CL1;TR
01.04.14;0.77;CL1;TR
01.05.14;0.7;CL1;TR
01.06.14;0.67;CL1;TR
01.07.14;1.76;CL1;TR
01.08.14;4.36;CL1;TR
01.09.14;6.06;CL1;TR
01.10.14;2.35;CL1;TR
01.11.14;0.98;CL1;TR
01.12.14;0.72;CL1;TR
01.01.15;0.49;CL1;TR
01.02.15;0;CL1;TR
01.03.15;0;CL1;TR
01.04.15;0.23;CL1;TR
01.05.15;0.63;CL1;TR
01.06.15;0.33;CL1;TR
01.07.15;0.54;CL1;TR
01.08.15;0.35;CL1;TR
01.09.15;0.26;CL1;TR
01.10.15;0.26;CL1;TR
01.11.15;0.35;CL1;TR
01.12.15;0.18;CL1;TR
01.01.16;0.17;CL1;TR
01.02.16;0;CL1;TR
01.03.16;0.01;CL1;TR
01.04.16;0;CL1;TR
01.05.16;0;CL1;TR
01.06.16;0.4;CL1;TR
01.07.16;0.24;CL1;TR
01.08.16;0;CL1;TR
01.09.16;0;CL1;TR
01.10.16;0;CL1;TR
01.11.16;0;CL1;TR
01.12.16;0;CL1;TR
01.01.17;0;CL1;TR
01.02.17;0;CL1;TR
01.03.17;0;CL1;TR
01.04.17;0;CL1;TR
01.05.17;0;CL1;TR
01.06.17;0;CL1;TR
01.07.17;0;CL1;TR
01.08.17;0;CL1;TR
01.01.14;39.86;WD;TR
01.02.14;37.39;WD;TR
01.03.14;39.23;WD;TR
01.04.14;42.77;WD;TR
01.05.14;41.13;WD;TR
01.06.14;49.23;WD;TR
01.07.14;54.01;WD;TR
01.08.14;55.22;WD;TR
01.09.14;50.7;WD;TR
01.10.14;49.96;WD;TR
01.11.14;44.13;WD;TR
01.12.14;32.88;WD;TR
01.01.15;16.04;WD;TR
01.02.15;20.05;WD;TR
01.03.15;24.73;WD;TR
01.04.15;28.43;WD;TR
01.05.15;31.06;WD;TR
01.06.15;27.53;WD;TR
01.07.15;35.67;WD;TR
01.08.15;36.26;WD;TR
01.09.15;24.98;WD;TR
01.10.15;21.86;WD;TR
01.11.15;16.83;WD;TR
01.12.15;16.11;WD;TR
01.01.16;5.32;WD;TR
01.02.16;6.68;WD;TR
01.03.16;12.3;WD;TR
01.04.16;14.82;WD;TR
01.05.16;17.53;WD;TR
01.06.16;26.66;WD;TR
01.07.16;30.26;WD;TR
01.08.16;28.61;WD;TR
01.09.16;36.1;WD;TR
01.10.16;34.05;WD;TR
01.11.16;32.19;WD;TR
01.12.16;36.1;WD;TR
01.01.17;26.06;WD;TR
01.02.17;28.39;WD;TR
01.03.17;34.38;WD;TR
01.04.17;36.52;WD;TR
01.05.17;41.12;WD;TR
01.06.17;41.16;WD;TR
01.07.17;43.76;WD;TR
01.08.17;40.84;WD;TR
01.01.14;19;MIN;TR
01.02.14;35.49;MIN;TR
01.03.14;39.09;MIN;TR
01.04.14;43.52;MIN;TR
01.05.14;45.13;MIN;TR
01.06.14;41.99;MIN;TR
01.07.14;45.53;MIN;TR
01.08.14;45.34;MIN;TR
01.09.14;41.26;MIN;TR
01.10.14;46.91;MIN;TR
01.11.14;45.99;MIN;TR
01.12.14;42.64;MIN;TR
01.01.15;24.27;MIN;TR
01.02.15;29.6;MIN;TR
01.03.15;31.42;MIN;TR
01.04.15;33.24;MIN;TR
01.05.15;51.17;MIN;TR
01.06.15;49.35;MIN;TR
01.07.15;43.59;MIN;TR
01.08.15;48.8;MIN;TR
01.09.15;36.76;MIN;TR
01.10.15;46.55;MIN;TR
01.11.15;41.38;MIN;TR
01.12.15;34.06;MIN;TR
01.01.16;24.71;MIN;TR
01.02.16;19.38;MIN;TR
01.03.16;40.42;MIN;TR
01.04.16;38.31;MIN;TR
01.05.16;32.13;MIN;TR
01.06.16;38.34;MIN;TR
01.07.16;29.32;MIN;TR
01.08.16;32.69;MIN;TR
01.09.16;39.85;MIN;TR
01.10.16;41.72;MIN;TR
01.11.16;41.5;MIN;TR
01.12.16;30.68;MIN;TR
01.01.17;26.27;MIN;TR
01.02.17;30.63;MIN;TR
01.03.17;33.08;MIN;TR
01.04.17;31.04;MIN;TR
01.05.17;35.75;MIN;TR
01.06.17;37.51;MIN;TR
01.07.17;44.77;MIN;TR
01.08.17;30.84;MIN;TR
01.01.14;1140.21;PTR;TR
01.02.14;595.42;PTR;TR
01.03.14;823.28;PTR;TR
01.04.14;656.58;PTR;TR
01.05.14;772.79;PTR;TR
01.06.14;583.42;PTR;TR
01.07.14;643.21;PTR;TR
01.08.14;635.72;PTR;TR
01.09.14;527.93;PTR;TR
01.10.14;525.98;PTR;TR
01.11.14;607.2;PTR;TR
01.12.14;648.95;PTR;TR
01.01.15;479.54;PTR;TR
01.02.15;490.43;PTR;TR
01.03.15;493.13;PTR;TR
01.04.15;480.78;PTR;TR
01.05.15;562.82;PTR;TR
01.06.15;613.03;PTR;TR
01.07.15;641.73;PTR;TR
01.08.15;622.82;PTR;TR
01.09.15;539.41;PTR;TR
01.10.15;568.5;PTR;TR
01.11.15;560;PTR;TR
01.12.15;544.58;PTR;TR
01.01.16;441.53;PTR;TR
01.02.16;366.46;PTR;TR
01.03.16;358.3;PTR;TR
01.04.16;462.54;PTR;TR
01.05.16;512.01;PTR;TR
01.06.16;545.38;PTR;TR
01.07.16;567.48;PTR;TR
01.08.16;496.41;PTR;TR
01.09.16;501.82;PTR;TR
01.10.16;460.25;PTR;TR
01.11.16;427.09;PTR;TR
01.12.16;469.21;PTR;TR
01.01.17;442.99;PTR;TR
01.02.17;391.88;PTR;TR
01.03.17;440;PTR;TR
01.04.17;391.49;PTR;TR
01.05.17;468.16;PTR;TR
01.06.17;445.76;PTR;TR
01.07.17;430.65;PTR;TR
01.08.17;352.05;PTR;TR
01.01.14;5.16;ORE;TR
01.02.14;3.79;ORE;TR
01.03.14;4.38;ORE;TR
01.04.14;3.54;ORE;TR
01.05.14;6.07;ORE;TR
01.06.14;6.47;ORE;TR
01.07.14;5.66;ORE;TR
01.08.14;2.19;ORE;TR
01.09.14;2.45;ORE;TR
01.10.14;5.93;ORE;TR
01.11.14;5.8;ORE;TR
01.12.14;10.22;ORE;TR
01.01.15;4.01;ORE;TR
01.02.15;6.97;ORE;TR
01.03.15;3.06;ORE;TR
01.04.15;14.66;ORE;TR
01.05.15;12.63;ORE;TR
01.06.15;14.7;ORE;TR
01.07.15;22.87;ORE;TR
01.08.15;13;ORE;TR
01.09.15;2.51;ORE;TR
01.10.15;4.97;ORE;TR
01.11.15;11.41;ORE;TR
01.12.15;7.97;ORE;TR
01.01.16;1.94;ORE;TR
01.02.16;1.5;ORE;TR
01.03.16;2.06;ORE;TR
01.04.16;1.86;ORE;TR
01.05.16;0.7;ORE;TR
01.06.16;1.17;ORE;TR
01.07.16;3.36;ORE;TR
01.08.16;5.24;ORE;TR
01.09.16;5.65;ORE;TR
01.10.16;6.37;ORE;TR
01.11.16;5.43;ORE;TR
01.12.16;7.43;ORE;TR
01.01.17;4.94;ORE;TR
01.02.17;3.73;ORE;TR
01.03.17;5.01;ORE;TR
01.04.17;13.77;ORE;TR
01.05.17;16.52;ORE;TR
01.06.17;11.72;ORE;TR
01.07.17;11.51;ORE;TR
01.08.17;16.84;ORE;TR
01.01.14;301;CL2;TR
01.02.14;287.74;CL2;TR
01.03.14;282.36;CL2;TR
01.04.14;291.61;CL2;TR
